file,psnr,ssim,lpips
002419.npy,27.0484230581123,0.6775596740694567,0.16207855939865112
002435.npy,24.1341105344084,0.4678592532453458,0.16143546998500824
002478.npy,26.11593504052481,0.681049209865326,0.1270534247159958
002575.npy,23.781915340877152,0.43529776216125116,0.19965405762195587
002603.npy,22.175457975766257,0.675401338879332,0.2044980525970459
002673.npy,22.81120587101791,0.36511460413093494,0.1458529531955719
003220.npy,19.951074284502795,0.48791110676403543,0.2093486189842224
003528.npy,21.12265476269541,0.3518200509208576,0.20981988310813904
003597.npy,25.476547820213185,0.7514365261701215,0.16474804282188416
003739.npy,22.201360593424766,0.6370634521140456,0.16047516465187073
003879.npy,22.56069007211911,0.5057936908150222,0.20150500535964966
004020.npy,21.792206714571044,0.6228162005238789,0.19199435412883759
004413.npy,24.204381821888422,0.7125024184900718,0.17057913541793823
004684.npy,21.71551029187739,0.520853249336008,0.2189461588859558
000156.npy,24.503276523548678,0.7387301885180532,0.09650026261806488
000198.npy,27.091744677594267,0.7439526580273882,0.14817216992378235
000508.npy,22.362909392705518,0.6890017104944093,0.10553202033042908
000670.npy,22.91984420860274,0.8046473810265092,0.10417774319648743
000711.npy,21.55148947700379,0.6005900769933415,0.15062656998634338
000803.npy,25.464410765727234,0.7642926712142862,0.07393362373113632
000920.npy,24.22981628549533,0.8530295244249254,0.06778792291879654
000991.npy,23.673260893669536,0.760142683701297,0.10217862576246262
001035.npy,24.568399980407225,0.767942932300251,0.07802320271730423
001054.npy,24.308314179493284,0.7258880821762091,0.13174539804458618
001239.npy,23.367581413364846,0.42003379269887553,0.17567022144794464
001356.npy,20.439729158181642,0.5412237876105271,0.19770002365112305
001447.npy,25.644366739007328,0.42095040012516083,0.13157346844673157
001461.npy,25.240284779104275,0.660450641282076,0.10750840604305267
001959.npy,26.988544971251965,0.7172310410008933,0.12131135165691376
002040.npy,26.19947596215212,0.5169745559078119,0.19807729125022888
002282.npy,26.735922388613357,0.7817981058495045,0.06865298002958298
002434.npy,23.787249476333105,0.5472492846428454,0.14783310890197754
002621.npy,22.71753641336966,0.7630037754460024,0.0855305939912796
002745.npy,25.23338129333938,0.6105917228232003,0.07210144400596619
002769.npy,23.319091983411987,0.5159764431945598,0.12330116331577301
002771.npy,23.87442938120303,0.5599360611288817,0.12248442322015762
002778.npy,25.589219869282722,0.6613047095880509,0.08740460127592087
002800.npy,22.536206272819733,0.5296424825343267,0.14037027955055237
002855.npy,23.51835888444254,0.39994352761105867,0.19649016857147217
002858.npy,27.162789045960366,0.4535282193650864,0.2462904453277588
003031.npy,24.305590698765943,0.63558251171556,0.1797618418931961
003092.npy,22.304740377386537,0.6360268961258354,0.18534809350967407
003226.npy,22.169746628572415,0.5857365829569097,0.20608286559581757
003426.npy,22.68726229592765,0.35686047857011655,0.1399364173412323
003459.npy,24.209978681264328,0.7668360212890022,0.0856870785355568
003517.npy,30.672849242281245,0.8352649389016777,0.1289898306131363
